annual_income,debt_to_income,credit_score,employment_years,loan_amount_requested,loan_purpose_consol,loan_purpose_home,zip_income_index,employer_size_score,education_score,label_approved
59898.0,0.341,729.0,2.9,4479.0,1,0,0.471,54.9,37.1,1
72781.0,0.272,594.0,11.6,27237.0,1,0,0.513,54.1,75.0,0
90245.0,0.202,761.0,13.2,7485.0,1,0,0.453,57.0,44.8,1
71307.0,0.131,712.0,9.1,31580.0,1,0,0.544,70.3,22.8,1
74328.0,0.357,702.0,0.0,2227.0,0,0,0.467,59.0,41.9,0
99324.0,0.257,740.0,0.0,27359.0,1,0,0.554,85.4,28.1,0
95786.0,0.459,649.0,11.6,29047.0,0,1,0.588,88.5,46.6,0
63103.0,0.349,707.0,5.6,16652.0,1,0,0.633,56.8,37.1,1
38490.0,0.434,775.0,7.6,25145.0,0,1,0.592,80.0,68.1,1
52861.0,0.282,786.0,10.9,18749.0,0,1,0.419,25.4,90.9,0
109199.0,0.251,820.0,0.2,24121.0,0,0,0.733,22.7,39.7,1
100330.0,0.176,795.0,5.3,48404.0,1,0,0.284,61.5,77.8,1
48746.0,0.289,706.0,6.8,31565.0,0,1,0.649,50.2,75.1,1
70591.0,0.255,677.0,4.5,17233.0,1,0,0.811,74.5,10.2,1
44422.0,0.382,624.0,7.4,13330.0,0,0,0.72,49.9,22.0,1
67242.0,0.485,683.0,4.8,12400.0,0,0,0.536,52.1,53.3,0
77384.0,0.259,750.0,0.0,9644.0,1,0,0.464,57.7,67.7,1
62325.0,0.388,654.0,9.0,26691.0,0,1,0.959,48.6,79.8,1
64904.0,0.203,728.0,10.6,3485.0,0,0,0.553,0.0,57.0,1
78099.0,0.25,669.0,3.7,25139.0,0,1,0.852,39.0,77.2,1
58407.0,0.399,702.0,11.3,21559.0,0,1,0.249,50.7,35.1,1
106776.0,0.406,722.0,10.5,25642.0,0,1,0.476,41.8,47.3,1
52168.0,0.442,578.0,13.1,3715.0,0,0,0.691,48.4,89.0,1
43786.0,0.327,644.0,3.8,3488.0,1,0,0.419,59.1,70.4,1
65659.0,0.172,802.0,0.2,34611.0,0,1,0.697,58.5,55.0,1
83029.0,0.233,631.0,5.4,20048.0,1,0,0.855,75.3,83.3,1
141408.0,0.175,662.0,17.1,17939.0,1,0,0.261,83.5,59.2,1
62790.0,0.194,639.0,16.5,33367.0,0,1,0.721,37.2,78.1,1
83792.0,0.235,620.0,2.2,26628.0,0,0,0.61,73.7,60.1,1
55560.0,0.312,775.0,9.2,42955.0,0,0,0.226,40.2,49.2,1
39471.0,0.426,573.0,14.1,21758.0,0,0,0.651,36.3,94.5,1
62508.0,0.05,645.0,7.5,35529.0,1,0,0.268,80.7,45.6,1
80562.0,0.203,726.0,11.4,28784.0,0,1,0.457,78.6,63.5,1
113773.0,0.423,604.0,11.4,38889.0,1,0,0.458,53.1,100.0,0
60146.0,0.375,704.0,0.0,21384.0,1,0,0.803,45.8,82.1,1
77135.0,0.464,732.0,18.3,19075.0,1,0,0.833,64.6,82.1,1
107409.0,0.301,632.0,4.3,14431.0,1,0,0.57,32.8,37.6,1
23563.0,0.171,662.0,3.6,30874.0,0,0,0.9,39.7,31.4,1
49060.0,0.34,673.0,11.0,29122.0,1,0,0.651,55.8,62.5,0
57198.0,0.451,670.0,7.9,26188.0,0,1,0.422,64.4,25.3,0
74112.0,0.366,637.0,6.7,7493.0,1,0,0.56,79.6,74.9,1
58398.0,0.238,677.0,12.3,14104.0,1,0,0.527,33.7,75.3,1
71384.0,0.206,569.0,6.2,33069.0,0,1,0.628,68.6,69.6,0
58089.0,0.336,687.0,0.0,10275.0,0,1,0.465,8.4,40.3,1
123555.0,0.263,659.0,0.2,31100.0,0,1,0.516,68.7,22.7,1
64077.0,0.184,721.0,12.4,21895.0,0,1,0.706,41.0,48.7,1
70784.0,0.323,764.0,10.3,21626.0,0,1,0.681,80.6,66.0,0
51562.0,0.272,667.0,7.1,17133.0,1,0,0.473,23.4,55.2,0
79868.0,0.35,611.0,10.4,10400.0,1,0,0.66,56.0,12.3,0
78964.0,0.483,600.0,7.6,22043.0,0,1,0.616,24.1,72.3,1
41318.0,0.27,726.0,9.7,1987.0,0,0,0.34,98.1,35.0,1
89853.0,0.283,683.0,6.5,13215.0,0,1,0.615,58.0,54.3,1
115963.0,0.397,691.0,4.0,16579.0,0,1,0.652,56.1,59.3,1
64682.0,0.381,574.0,11.0,4682.0,1,0,0.474,80.9,82.0,1
63469.0,0.356,557.0,10.1,7358.0,0,1,0.604,25.7,47.3,0
96618.0,0.328,727.0,1.1,39385.0,0,1,0.492,82.7,96.1,1
110481.0,0.282,650.0,5.5,25797.0,0,0,0.305,36.1,68.0,1
71383.0,0.351,700.0,7.1,23376.0,0,0,0.692,71.4,79.7,1
80855.0,0.232,692.0,7.4,1000.0,0,1,0.52,58.5,37.5,1
82616.0,0.312,651.0,9.9,9770.0,0,1,0.917,34.0,31.0,1
78195.0,0.396,750.0,0.0,3194.0,0,0,0.394,86.0,76.7,1
96505.0,0.385,714.0,0.0,17706.0,1,0,0.459,100.0,50.6,1
76162.0,0.408,708.0,12.7,3502.0,1,0,0.789,31.9,32.5,1
49718.0,0.405,770.0,9.3,22695.0,0,0,1.0,61.9,97.3,1
78371.0,0.393,745.0,12.4,8774.0,0,1,0.519,55.4,43.4,1
37685.0,0.157,693.0,9.6,1000.0,0,1,0.59,60.7,29.5,1
58154.0,0.289,768.0,4.9,30042.0,0,1,0.614,36.0,52.8,0
57865.0,0.158,674.0,4.3,11583.0,1,0,0.453,53.2,71.0,1
81694.0,0.421,734.0,3.8,1000.0,0,1,0.472,0.0,25.3,1
88382.0,0.138,589.0,8.0,36303.0,0,0,0.582,93.2,45.1,1
60711.0,0.142,709.0,0.0,12134.0,1,0,0.458,92.2,32.6,1
89286.0,0.385,693.0,4.8,22019.0,0,1,0.789,1.0,54.3,1
101597.0,0.39,599.0,8.3,6478.0,1,0,0.622,87.7,50.7,1
90847.0,0.19,631.0,7.3,40050.0,0,1,0.535,29.9,47.9,1
100129.0,0.283,772.0,3.9,34395.0,1,0,0.745,11.6,53.2,1
60256.0,0.462,675.0,2.7,32204.0,0,1,0.67,48.6,48.8,0
88978.0,0.2,726.0,0.7,14907.0,0,0,0.779,49.8,18.3,1
123997.0,0.171,591.0,1.2,19177.0,1,0,0.616,30.8,41.4,1
112959.0,0.291,579.0,6.2,17803.0,0,1,0.572,93.3,67.7,0
87873.0,0.326,589.0,3.9,1099.0,1,0,0.573,45.6,74.7,1
93620.0,0.199,711.0,3.6,17973.0,0,0,0.582,62.2,100.0,1
100348.0,0.281,601.0,1.1,21268.0,1,0,0.255,47.0,96.3,1
62573.0,0.316,566.0,0.0,29441.0,0,1,0.749,45.5,75.9,1
56234.0,0.251,736.0,10.4,29639.0,1,0,0.371,57.9,23.6,1
89471.0,0.305,616.0,7.6,28806.0,1,0,0.452,39.7,28.2,1
78010.0,0.31,600.0,7.3,21447.0,1,0,0.492,49.7,42.3,1
129468.0,0.242,674.0,6.7,25791.0,1,0,1.0,36.3,22.1,1
57152.0,0.359,586.0,9.0,29695.0,0,0,0.655,0.0,97.6,0
68666.0,0.366,708.0,11.3,12407.0,1,0,0.729,45.8,41.1,0
60050.0,0.05,686.0,3.8,21338.0,1,0,0.769,28.4,12.3,1
48550.0,0.239,580.0,1.4,19323.0,0,1,0.561,31.9,89.0,1
34049.0,0.32,759.0,2.9,19474.0,1,0,0.522,70.2,70.3,0
42801.0,0.417,704.0,3.2,6908.0,0,0,0.258,44.4,61.9,1
66815.0,0.407,767.0,0.0,49002.0,1,0,0.598,20.6,50.4,0
54950.0,0.439,820.0,8.8,47494.0,0,1,0.53,74.3,73.2,1
67855.0,0.16,570.0,6.7,32357.0,0,1,0.38,63.3,70.5,1
110530.0,0.259,711.0,0.0,19147.0,1,0,0.548,87.9,60.1,0
82289.0,0.218,673.0,2.0,8188.0,1,0,0.686,32.6,52.7,1
26523.0,0.419,714.0,4.6,1605.0,1,0,0.391,60.4,75.4,1
21025.0,0.313,705.0,4.9,7655.0,1,0,0.674,56.8,32.1,1
87675.0,0.277,626.0,8.0,1000.0,0,1,0.492,86.2,57.1,1
63323.0,0.26,509.0,6.9,34501.0,0,1,0.562,59.3,74.9,0
38232.0,0.447,734.0,6.3,6856.0,0,1,0.633,42.7,43.2,0
48898.0,0.151,754.0,9.8,16143.0,0,1,0.876,29.7,0.0,1
77251.0,0.297,730.0,2.2,20010.0,0,1,0.399,23.6,64.5,0
69886.0,0.386,645.0,0.4,19957.0,1,0,0.497,70.3,41.0,1
53760.0,0.317,722.0,6.9,20463.0,1,0,0.463,86.3,64.4,1
84121.0,0.334,538.0,9.3,31351.0,0,1,0.9,67.6,44.7,0
84949.0,0.308,651.0,4.3,15515.0,1,0,0.402,39.3,41.5,0
78871.0,0.294,714.0,12.1,22537.0,1,0,0.586,57.3,49.9,1
65489.0,0.38,694.0,10.5,24599.0,0,1,0.355,57.5,65.3,1
41118.0,0.225,688.0,3.9,26168.0,1,0,0.493,61.7,79.0,1
78532.0,0.433,820.0,13.1,39241.0,1,0,0.635,47.7,50.1,1
101735.0,0.436,635.0,5.9,1519.0,0,0,0.479,27.6,54.2,1
98084.0,0.308,742.0,4.5,23479.0,1,0,0.61,43.2,39.6,0
87627.0,0.231,723.0,12.2,21668.0,1,0,0.676,42.3,31.5,1
103897.0,0.413,691.0,7.8,21480.0,0,1,0.252,35.6,80.7,1
53571.0,0.22,700.0,5.3,29186.0,0,1,0.553,37.6,37.8,1
51450.0,0.155,731.0,8.2,42689.0,1,0,0.394,72.5,61.0,1
90774.0,0.137,547.0,4.4,17902.0,1,0,0.488,50.0,44.9,1
68380.0,0.307,751.0,10.0,2561.0,0,0,0.306,34.9,44.6,1
44944.0,0.384,551.0,7.4,7380.0,0,0,0.615,100.0,60.0,1
28857.0,0.254,710.0,5.9,34529.0,0,1,0.759,68.5,80.4,1
56864.0,0.344,770.0,10.2,29758.0,0,1,0.356,16.1,45.5,1
52776.0,0.246,647.0,14.1,2239.0,0,0,0.624,36.2,58.1,1
52909.0,0.251,719.0,8.2,10816.0,0,0,0.476,82.8,43.0,1
54058.0,0.28,670.0,7.1,17654.0,0,1,0.372,54.9,67.1,1
40240.0,0.319,700.0,10.1,1000.0,0,1,0.449,43.4,63.8,1
53596.0,0.478,582.0,7.3,10351.0,0,0,0.554,78.3,44.8,0
50050.0,0.385,661.0,9.3,31200.0,1,0,0.372,68.6,46.5,0
53413.0,0.44,534.0,6.7,9616.0,0,0,0.512,34.1,63.3,0
107552.0,0.574,693.0,6.5,47864.0,0,0,0.246,43.7,40.9,1
104083.0,0.36,771.0,7.2,3112.0,0,1,0.73,27.0,49.0,1
58925.0,0.266,711.0,12.0,14123.0,1,0,0.233,100.0,56.0,1
74732.0,0.215,737.0,18.7,14603.0,0,1,0.642,72.0,75.3,1
74481.0,0.307,717.0,1.3,31830.0,0,0,0.682,59.3,60.9,1
65151.0,0.256,657.0,11.0,6790.0,0,1,0.662,53.2,60.0,1
57876.0,0.327,686.0,10.3,12431.0,0,1,1.0,54.3,48.4,1
60276.0,0.339,608.0,14.6,37767.0,1,0,0.482,26.1,61.1,1
18000.0,0.389,813.0,6.3,10943.0,0,1,0.64,21.8,37.9,0
107739.0,0.362,724.0,13.5,12239.0,0,0,0.767,78.9,51.3,0
92286.0,0.212,602.0,5.7,30309.0,1,0,0.605,30.1,58.5,0
84831.0,0.301,645.0,5.0,28671.0,0,0,0.562,80.5,12.2,1
94967.0,0.257,708.0,13.3,13719.0,1,0,0.272,53.4,43.7,1
89614.0,0.434,698.0,3.6,23260.0,0,0,0.454,20.4,48.6,1
56181.0,0.321,590.0,6.9,18589.0,0,1,0.618,67.8,14.3,1
104266.0,0.326,704.0,3.5,26177.0,1,0,0.72,61.5,81.6,0
86298.0,0.276,665.0,8.1,7573.0,1,0,0.502,68.4,35.9,0
55129.0,0.318,744.0,5.8,30882.0,0,0,0.51,17.2,30.5,1
42161.0,0.221,639.0,4.2,29744.0,0,0,0.511,89.2,84.1,1
54518.0,0.288,696.0,17.0,22872.0,0,1,0.349,46.2,36.3,0
44216.0,0.092,697.0,6.8,25365.0,0,1,0.525,21.0,42.7,1
83775.0,0.129,598.0,8.1,13825.0,0,0,0.665,24.9,62.3,1
114489.0,0.137,630.0,5.6,12892.0,0,1,0.568,56.5,61.6,1
58339.0,0.506,628.0,16.2,12491.0,1,0,0.674,33.3,43.8,0
18000.0,0.304,693.0,4.6,16952.0,0,0,0.476,73.6,72.4,0
87942.0,0.411,549.0,7.6,11870.0,1,0,0.482,59.5,43.6,1
57555.0,0.287,658.0,4.0,26471.0,0,1,0.608,60.9,45.9,1
18758.0,0.215,798.0,13.6,1000.0,1,0,0.625,56.2,48.3,1
109244.0,0.259,599.0,2.2,43523.0,1,0,0.702,66.6,33.0,1
63473.0,0.282,741.0,7.3,3467.0,0,1,0.412,33.5,52.3,1
78231.0,0.291,665.0,0.0,14865.0,0,0,0.438,23.3,87.4,1
39765.0,0.236,665.0,2.5,20687.0,0,1,0.467,51.3,50.8,0
86832.0,0.267,792.0,9.1,47250.0,0,1,0.28,43.5,67.9,1
66627.0,0.237,631.0,2.2,12800.0,0,0,0.522,27.8,20.9,1
120656.0,0.101,666.0,9.5,11322.0,0,0,0.418,25.7,39.5,1
31477.0,0.377,694.0,5.7,31878.0,0,0,0.504,43.9,55.1,0
49991.0,0.356,754.0,2.4,24144.0,0,1,0.728,100.0,60.2,1
62685.0,0.428,593.0,0.0,22403.0,1,0,0.487,65.3,50.2,1
54126.0,0.196,705.0,18.8,34983.0,1,0,0.321,72.0,22.7,1
41694.0,0.336,725.0,4.7,25929.0,0,1,0.835,35.0,56.4,1
53591.0,0.223,700.0,8.1,13839.0,1,0,0.659,81.1,66.2,1
77524.0,0.473,544.0,9.3,11002.0,0,0,0.289,74.7,45.0,1
80878.0,0.306,507.0,14.5,20796.0,1,0,0.357,58.7,54.0,1
37233.0,0.3,667.0,9.0,7464.0,0,1,0.455,36.2,70.9,1
74228.0,0.262,657.0,3.0,19800.0,0,0,0.55,60.8,27.4,1
76537.0,0.457,604.0,1.7,26027.0,0,0,0.431,31.2,29.8,0
48378.0,0.106,629.0,15.3,19997.0,1,0,0.42,0.0,78.6,0
51361.0,0.271,788.0,5.4,2940.0,0,0,0.62,23.5,39.9,1
83581.0,0.109,655.0,6.4,15748.0,0,1,0.449,57.2,45.2,0
69489.0,0.289,677.0,4.7,14272.0,0,0,0.086,28.9,69.8,1
65701.0,0.256,720.0,8.7,5768.0,0,1,0.676,39.1,37.7,1
61717.0,0.117,452.0,4.0,34400.0,1,0,0.527,42.0,39.3,1
75813.0,0.354,583.0,13.6,23441.0,1,0,0.274,44.8,70.7,1
63427.0,0.321,560.0,10.5,32705.0,1,0,0.761,41.0,29.3,1
37894.0,0.141,683.0,8.0,20005.0,0,1,0.832,55.4,58.3,1
20878.0,0.317,755.0,6.3,23984.0,1,0,0.248,34.7,49.8,0
41403.0,0.408,765.0,0.0,33065.0,0,0,0.644,75.4,70.5,1
33062.0,0.415,673.0,19.0,1457.0,1,0,0.5,51.3,46.4,1
72627.0,0.474,576.0,15.0,4851.0,0,0,0.216,31.2,80.1,1
88526.0,0.134,624.0,11.0,5922.0,1,0,0.572,13.1,79.6,1
81184.0,0.371,695.0,3.2,26002.0,1,0,0.455,0.2,52.7,1
65372.0,0.269,716.0,12.8,5892.0,0,0,0.945,56.2,21.2,1
43150.0,0.38,601.0,4.2,53325.0,1,0,0.373,44.1,87.8,0
80656.0,0.249,678.0,4.3,16467.0,0,1,0.373,9.7,46.5,1
54426.0,0.326,672.0,5.6,27902.0,0,1,0.649,37.7,97.8,1
98820.0,0.334,664.0,3.9,1198.0,0,1,0.486,61.7,39.7,1
42477.0,0.074,524.0,9.4,34350.0,0,0,0.059,69.6,37.2,0
59685.0,0.231,746.0,12.3,20580.0,1,0,0.446,65.3,38.0,1
90039.0,0.128,743.0,0.1,13111.0,0,1,0.302,0.0,65.4,1
82881.0,0.352,477.0,4.9,21907.0,1,0,0.575,26.6,43.9,1
75589.0,0.265,649.0,16.5,12904.0,1,0,0.642,48.6,77.6,1
60067.0,0.07,646.0,4.3,11201.0,1,0,0.461,80.9,53.5,1
37336.0,0.302,563.0,9.7,15066.0,0,0,0.338,66.9,58.2,0
64911.0,0.179,708.0,2.9,17122.0,1,0,0.467,24.2,57.2,1
79743.0,0.186,685.0,0.5,32339.0,1,0,0.42,100.0,28.9,1
87034.0,0.133,691.0,16.6,42700.0,1,0,0.538,68.6,56.3,1
82489.0,0.331,712.0,12.7,11131.0,1,0,0.273,12.3,45.1,0
60620.0,0.207,704.0,13.7,15477.0,1,0,0.431,12.4,75.3,1
55770.0,0.378,691.0,0.0,30815.0,0,0,0.403,34.8,19.4,0
78801.0,0.149,708.0,19.6,6436.0,1,0,0.526,77.6,44.8,1
58851.0,0.511,646.0,12.6,32315.0,0,1,0.692,49.2,100.0,1
49972.0,0.329,688.0,8.3,15544.0,0,0,0.51,9.2,38.4,1
76040.0,0.34,597.0,4.9,19371.0,0,0,0.08,55.5,74.2,0
64513.0,0.381,657.0,5.7,1000.0,0,1,0.716,68.5,34.6,1
78003.0,0.465,724.0,0.0,35244.0,1,0,0.426,42.9,83.2,0
69830.0,0.384,668.0,3.8,14617.0,1,0,0.591,24.5,62.2,0
57550.0,0.224,628.0,1.0,20346.0,0,0,0.716,29.1,65.9,1
41324.0,0.378,741.0,0.2,9927.0,0,0,0.665,47.1,30.0,1
116572.0,0.24,674.0,0.1,24382.0,1,0,0.767,58.9,16.7,1
92157.0,0.157,820.0,12.6,11868.0,1,0,0.628,67.5,53.6,1
110577.0,0.397,592.0,2.8,34403.0,0,1,0.381,82.6,66.8,0
83936.0,0.485,608.0,1.0,4638.0,1,0,0.602,61.8,74.8,0
66982.0,0.316,693.0,4.3,1000.0,0,1,0.481,39.7,51.6,1
118079.0,0.319,820.0,4.1,34965.0,1,0,0.401,58.2,47.9,1
94640.0,0.259,711.0,0.4,31159.0,1,0,0.485,46.0,63.2,1
20535.0,0.274,700.0,10.3,22527.0,1,0,0.308,43.0,45.2,1
96880.0,0.05,671.0,14.8,32357.0,0,1,0.424,66.5,57.3,1
80610.0,0.067,688.0,2.1,13721.0,0,0,0.504,14.6,22.5,1
84618.0,0.258,686.0,13.9,30899.0,0,0,0.587,38.2,40.1,1
85536.0,0.397,626.0,4.7,5602.0,1,0,0.604,29.1,52.7,0
51864.0,0.513,700.0,0.0,22299.0,0,0,0.502,59.2,60.1,0
48502.0,0.393,707.0,6.7,9270.0,1,0,0.35,52.7,66.7,0
18000.0,0.28,564.0,7.7,14579.0,0,1,0.299,35.4,62.5,1
87233.0,0.377,472.0,5.9,6445.0,0,0,0.316,54.0,39.4,1
88276.0,0.204,698.0,6.6,14260.0,1,0,0.613,9.6,67.9,0
80387.0,0.212,560.0,4.4,16806.0,1,0,0.69,54.4,59.7,0
77846.0,0.207,711.0,13.4,32848.0,1,0,0.659,42.2,78.2,1
90082.0,0.207,651.0,8.0,3878.0,1,0,0.66,29.4,40.0,1
57659.0,0.17,735.0,12.4,28156.0,1,0,0.832,51.5,53.9,1
18000.0,0.371,674.0,7.2,37064.0,1,0,0.496,16.5,75.0,1
131637.0,0.254,713.0,4.6,27839.0,0,1,0.805,36.8,74.3,1
81126.0,0.321,630.0,13.0,25315.0,0,0,0.34,50.5,64.3,1
80402.0,0.327,629.0,20.4,20289.0,0,1,0.402,49.6,65.2,1
70719.0,0.245,604.0,0.0,33620.0,0,1,0.688,27.6,46.5,1
18000.0,0.223,742.0,15.1,29488.0,1,0,0.311,71.6,80.5,1
101714.0,0.308,721.0,17.5,16067.0,1,0,0.656,57.0,83.0,1
86352.0,0.301,642.0,9.6,25355.0,0,1,0.57,70.7,8.6,1
78103.0,0.276,820.0,19.7,9806.0,0,1,0.584,20.4,48.4,1
66277.0,0.298,648.0,8.3,14736.0,0,0,0.393,3.9,92.5,0
68183.0,0.383,748.0,6.3,12193.0,1,0,0.424,85.0,64.8,0
84544.0,0.234,780.0,7.8,27337.0,0,1,0.473,23.9,34.3,1
95405.0,0.256,699.0,6.7,15472.0,1,0,0.71,42.6,38.8,1
106597.0,0.334,635.0,9.0,23699.0,0,0,0.176,68.8,37.3,1
116229.0,0.319,820.0,6.3,23926.0,0,0,0.337,38.2,81.1,1
100215.0,0.317,624.0,9.2,1000.0,0,0,0.583,34.6,59.6,1
72606.0,0.141,584.0,8.1,12845.0,0,0,0.824,48.1,47.1,1
72032.0,0.312,635.0,13.0,24230.0,0,1,0.921,72.8,48.4,1
86245.0,0.345,688.0,6.4,20283.0,0,0,0.361,52.4,64.5,1
52582.0,0.278,626.0,5.6,24431.0,0,1,0.442,38.5,58.5,1
39158.0,0.359,714.0,12.2,30347.0,0,0,0.43,32.7,9.8,1
82517.0,0.39,681.0,8.1,36288.0,0,1,0.476,79.5,66.7,0
87562.0,0.054,620.0,2.9,3401.0,0,0,0.343,37.1,32.8,1
99124.0,0.404,643.0,12.9,35275.0,0,1,0.725,61.3,86.5,1
89730.0,0.323,741.0,13.9,22908.0,1,0,0.474,45.4,71.4,1
57754.0,0.198,608.0,3.8,28895.0,1,0,0.439,78.9,33.5,1
57359.0,0.114,655.0,7.8,15980.0,0,1,0.619,36.8,35.6,1
97449.0,0.391,673.0,12.0,11735.0,0,0,0.423,57.1,79.5,1
30452.0,0.426,723.0,9.1,23562.0,0,1,0.644,54.1,62.1,1
32343.0,0.407,674.0,11.6,19989.0,1,0,0.7,8.3,36.8,0
39053.0,0.195,584.0,10.1,4761.0,1,0,0.471,56.1,65.2,1
82791.0,0.319,739.0,9.8,25437.0,0,0,0.365,73.7,23.1,1
57837.0,0.402,679.0,6.8,16058.0,1,0,0.509,76.0,48.5,1
126709.0,0.267,613.0,14.5,10773.0,1,0,0.439,34.7,43.6,0
57286.0,0.435,720.0,7.2,19330.0,0,0,0.977,47.7,77.8,1
46728.0,0.344,593.0,10.4,27479.0,1,0,0.652,36.6,84.8,1
58837.0,0.202,714.0,8.1,12697.0,1,0,0.523,41.4,93.8,1
90532.0,0.277,707.0,9.2,23895.0,0,0,0.577,68.5,34.3,1
92937.0,0.462,785.0,4.6,17108.0,0,0,0.72,27.2,25.0,1
120162.0,0.356,673.0,6.7,38740.0,1,0,0.767,56.0,37.3,1
29571.0,0.3,570.0,3.8,21381.0,0,1,0.652,33.1,18.8,1
80262.0,0.223,734.0,6.6,35987.0,1,0,0.705,29.6,57.2,0
73515.0,0.262,622.0,4.0,1000.0,0,1,0.743,82.4,44.9,1
42461.0,0.362,749.0,9.1,45977.0,1,0,0.673,60.3,24.5,0
73533.0,0.102,767.0,15.1,1000.0,0,1,0.656,24.0,48.0,1
80286.0,0.351,616.0,3.2,19112.0,0,1,0.183,24.4,16.1,1
55594.0,0.513,549.0,0.0,18448.0,0,1,0.721,66.0,77.2,0
56553.0,0.325,717.0,1.3,14437.0,0,0,0.585,55.6,73.9,1
118195.0,0.342,704.0,2.7,19801.0,0,0,0.396,51.8,66.6,1
92324.0,0.349,624.0,8.0,33895.0,1,0,0.481,27.6,39.6,0
62363.0,0.192,703.0,9.8,27032.0,0,1,0.732,57.5,24.1,1
60409.0,0.184,702.0,7.5,14114.0,0,0,0.615,61.3,48.4,1
35404.0,0.195,745.0,2.0,11841.0,1,0,0.549,43.0,54.2,1
66918.0,0.391,700.0,10.1,28325.0,0,0,0.585,77.3,50.7,1
86189.0,0.224,566.0,15.2,36133.0,1,0,0.865,36.5,61.3,0
47274.0,0.219,684.0,4.6,2294.0,1,0,0.701,87.3,50.9,1
54945.0,0.379,650.0,6.4,21780.0,1,0,0.527,45.8,34.2,1
48824.0,0.201,636.0,0.0,16195.0,1,0,0.462,7.1,55.3,0
79750.0,0.235,820.0,7.4,34849.0,1,0,0.739,25.8,89.8,1
78455.0,0.299,667.0,7.2,10917.0,0,0,0.695,72.8,67.0,1
62283.0,0.346,559.0,9.8,15994.0,1,0,0.227,49.6,44.6,1
21249.0,0.614,612.0,9.4,20020.0,0,1,0.736,57.2,42.4,0
62412.0,0.473,751.0,15.2,15463.0,0,0,0.628,0.0,26.8,1
50494.0,0.147,612.0,4.9,16354.0,1,0,0.595,32.3,28.0,1
86691.0,0.264,567.0,10.2,12454.0,1,0,0.675,58.6,17.1,1
57705.0,0.456,711.0,7.2,8402.0,1,0,0.161,14.5,59.3,0
27870.0,0.246,708.0,12.6,32008.0,0,1,0.732,53.9,43.9,1
91968.0,0.417,655.0,4.2,24063.0,0,1,0.577,39.7,79.0,1
23391.0,0.353,812.0,8.2,10784.0,1,0,0.548,64.0,24.7,0
65402.0,0.219,722.0,0.0,33316.0,0,0,0.426,14.5,62.3,0
60258.0,0.312,812.0,5.6,11230.0,0,1,0.609,46.7,60.8,1
18000.0,0.435,736.0,4.9,31894.0,0,1,0.712,47.9,56.2,0
63672.0,0.344,625.0,16.5,25326.0,0,1,0.469,24.1,58.2,1
105612.0,0.245,722.0,11.7,29788.0,1,0,0.493,32.7,60.5,1
86899.0,0.359,701.0,0.0,26253.0,0,0,0.576,48.6,44.6,1
75762.0,0.465,592.0,0.0,41140.0,0,1,0.304,56.2,60.4,1
106549.0,0.327,529.0,7.7,27861.0,0,1,0.484,40.7,78.6,1
93637.0,0.293,555.0,14.8,21440.0,1,0,0.498,13.8,1.7,0
80436.0,0.23,663.0,8.3,28259.0,1,0,0.733,51.0,44.4,1
126086.0,0.442,651.0,4.4,39416.0,1,0,0.66,6.3,57.3,1
58484.0,0.347,676.0,0.0,1000.0,0,0,0.628,71.9,36.3,1
99276.0,0.305,677.0,7.7,11542.0,0,1,0.546,47.1,25.7,1
66755.0,0.3,696.0,5.2,26356.0,1,0,0.477,21.8,45.9,0
83785.0,0.264,631.0,12.3,9032.0,1,0,0.591,62.1,46.8,1
20588.0,0.553,600.0,0.5,8546.0,0,0,0.677,51.5,65.2,0
73475.0,0.302,734.0,3.0,22989.0,1,0,0.641,58.7,52.3,1
36189.0,0.24,653.0,7.9,13923.0,0,1,0.52,25.6,65.4,1
21713.0,0.339,672.0,14.4,4826.0,0,1,0.528,41.5,53.6,0
86382.0,0.368,642.0,4.5,15446.0,1,0,0.537,48.1,97.3,1
42037.0,0.197,670.0,7.5,31524.0,0,0,0.445,33.2,46.5,1
18000.0,0.168,745.0,13.8,1000.0,1,0,0.594,69.6,59.7,1
20406.0,0.282,534.0,6.7,39454.0,0,1,0.666,48.3,59.5,1
99851.0,0.325,646.0,12.1,32785.0,1,0,0.419,73.5,15.9,1
85628.0,0.362,680.0,5.6,25223.0,0,1,0.516,56.3,31.7,1
28134.0,0.311,651.0,5.3,1000.0,0,0,0.371,66.1,60.3,1
108134.0,0.361,720.0,7.4,6358.0,1,0,0.591,27.2,2.6,1
43622.0,0.349,480.0,6.9,30104.0,0,1,0.78,69.0,56.5,0
62516.0,0.154,694.0,0.0,27622.0,0,1,0.509,54.5,34.6,1
56047.0,0.21,803.0,5.5,1000.0,1,0,0.322,53.0,48.0,1
73682.0,0.198,725.0,6.5,23567.0,1,0,0.742,88.9,70.6,1
80531.0,0.138,622.0,5.9,26908.0,0,1,0.403,46.0,70.2,1
36616.0,0.375,649.0,10.6,17405.0,1,0,0.654,18.2,65.1,1
62750.0,0.299,758.0,3.8,1580.0,0,0,0.516,37.5,71.8,1
66582.0,0.1,782.0,5.0,18396.0,0,1,0.821,51.9,59.9,1
97810.0,0.177,669.0,1.2,37512.0,1,0,0.44,58.1,35.2,1
71313.0,0.28,730.0,9.9,29409.0,1,0,0.124,33.4,47.5,1
81352.0,0.279,610.0,5.5,24663.0,1,0,0.631,45.0,80.3,0
90718.0,0.141,701.0,5.6,17869.0,0,1,0.204,43.7,39.3,1
